Date,Operator,Scheme Name,Area,Approval Number,Recovery Method,Bitumen Production
2014-12-01,Statoil Canada Ltd.,Leismer,Athabasca,10935O,Commercial-SAGD,2690.86
2014-12-01,Andora Energy Corporation,Sawn Lake,Peace River Area 2,11341A,Commercial-SAGD,33.31
2014-12-01,Harvest Operations Corp.,BlackGold,Athabasca,11387F,Commercial-SAGD,0.08
2014-12-01,Southern Pacific Resource Corp.,STP McKay,Athabasca,11461G,Commercial-SAGD,317.53
2014-12-01,Cenovus Energy Inc.,Pelican Lake,Athabasca,11469C,Commercial-SAGD,38.36
2014-12-01,Canadian Natural Resources Limited (¹),Kirby,Athabasca,11475M,Commercial-SAGD,3533.89
2014-12-01,Laricina Energy Ltd.,Germain,Athabasca,11509I,Commercial-SAGD,168.02
2014-12-01,Blackpearl Resources Inc.,Blackrod,Athabasca,11522E,Commercial-SAGD,82.89
2014-12-01,Grizzly Oil Sands ULC,Algar Lake,Athabasca,11688A,Commercial-SAGD,234.85
2014-12-01,Baytex Energy Ltd.,Gemini,Cold Lake,11789B,Commercial-SAGD,42.96
2014-12-01,Cenovus Energy Inc.,Pelican Upper Grand Rapids,Athabasca,12190A,Commercial-SAGD,0.0
2014-12-01,Pengrowth Energy Corporation,Lindbergh Pilot,Cold Lake,6410K,Commercial-SAGD,254.73
2014-12-01,Cenovus FCCL Ltd.,Christina Lake (FCCL),Athabasca,8591NN,Commercial-SAGD,23401.92
2014-12-01,Cenovus FCCL Ltd.,Foster Creek,Athabasca,8623ZZ,Commercial-SAGD,22374.64
2014-12-01,Suncor Energy Inc.,Mackay River,Athabasca,8668BB,Commercial-SAGD,4889.52
2014-12-01,Japan Canada Oil Sands Limited,Hangingstone,Athabasca,8788K,Commercial-SAGD,947.73
2014-12-01,Suncor Energy Inc. (¹),Firebag,Athabasca,8870GGG,Commercial-SAGD,29971.63
2014-12-01,ConocoPhillips Canada Resources Corp.,Surmont,Athabasca,9426CC,Commercial-SAGD,4206.9
2014-12-01,ConocoPhillips Canada Resources Corp.,Surmont Pilot,Athabasca,9460E,Commercial-SAGD,59.41
2014-12-01,Nexen Energy ULC,Long Lake,Athabasca,9485EE,Commercial-SAGD,7396.58
2014-12-01,Husky Oil Operations Limited (¹),Tucker Lake ,Cold Lake,9835O,Commercial-SAGD,1632.49
2014-12-01,Canadian Natural Resources Limited,Brintnell,Athabasca,10147F,Enhanced Recovery,462.83
2014-12-01,Canadian Natural Resources Limited,Brintnell,Athabasca,10423O,Enhanced Recovery,4176.18
2014-12-01,Cenovus Energy Inc.,EnCAID,Athabasca,10440J,Enhanced Recovery,0.0
2014-12-01,Canadian Natural Resources Limited,Brintnell,Athabasca,10787L,Enhanced Recovery,1845.75
2014-12-01,Murphy Oil Company Ltd.,Seal Polymer,Peace River Area 2,11320B,Enhanced Recovery,158.01
2014-12-01,Cenovus FCCL Ltd.,AIDROH,Athabasca,11618,Enhanced Recovery,11.13
2014-12-01,Baytex Energy Ltd.,Waterflood Pilot Project,Peace River Area 2,12285A,Enhanced Recovery,2.13
2014-12-01,Cenovus Energy Inc.,Brintnell,Athabasca,9404W,Enhanced Recovery,4035.42
2014-12-01,Canadian Natural Resources Limited,Brintnell,Athabasca,9673O,Enhanced Recovery,1409.43
2014-12-01,Imperial Oil Resources Limited,SA-SAGD,Cold Lake,10689D,Experimental,92.41
2014-12-01,Laricina Energy Ltd.,Saleski Pilot,Athabasca,11337K,Experimental,38.57
2014-12-01,Baytex Energy Ltd.,,Peace River Area 1,10070I,Primary,131.35
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,10154E,Primary,36.8
2014-12-01,Penn West Petroleum Ltd.,,Peace River Area 2,10174D,Primary,278.92
2014-12-01,Husky Oil Operations Limited,,Cold Lake,10259,Primary,24.03
2014-12-01,Devon Canada Corporation,,Cold Lake,10310B,Primary,20.82
2014-12-01,Murphy Oil Company Ltd.,,Peace River Area 2,10329G,Primary,609.11
2014-12-01,Baytex Energy Ltd.,,Peace River Area 2,10391H,Primary,3472.79
2014-12-01,Baytex Energy Ltd.,,Peace River Area 2,10412D,Primary,186.45
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,10454A,Primary,7.02
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,10459,Primary,8.33
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,10518F,Primary,415.79
2014-12-01,Murphy Oil Company Ltd.,,Peace River Area 2,10532E,Primary,58.7
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,10547,Primary,33.63
2014-12-01,Shell Canada Limited (¹),,Peace River Area 2,10557I,Primary,1355.15
2014-12-01,Husky Oil Operations Limited,,Cold Lake,10597B,Primary,56.56
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,10618G,Primary,217.44
2014-12-01,Husky Oil Operations Limited,,Cold Lake,10619J,Primary,494.1
2014-12-01,Penn West Petroleum Ltd.,,Peace River Area 2,10647F,Primary,7.44
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,10725,Primary,4.66
2014-12-01,Penn West Petroleum Ltd.,,Peace River Area 2,10745C,Primary,194.01
2014-12-01,Husky Oil Operations Limited,,Cold Lake,10812B,Primary,69.47
2014-12-01,Devon Canada Corporation,,Cold Lake,10828B,Primary,163.85
2014-12-01,Gear Energy Ltd.,,Cold Lake,10853B,Primary,15.5
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,10882,Primary,4.14
2014-12-01,Murphy Oil Company Ltd.,,Peace River Area 2,10915B,Primary,4.91
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,11016A,Primary,415.95
2014-12-01,Husky Oil Operations Limited,,Cold Lake,11041E,Primary,82.94
2014-12-01,Penn West Petroleum Ltd.,,Peace River Area 2,11060F,Primary,136.57
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,11188B,Primary,357.48
2014-12-01,Twin Butte Energy Ltd.,,Cold Lake,11191A,Primary,20.73
2014-12-01,Husky Oil Operations Limited,,Cold Lake,11192,Primary,5.39
2014-12-01,Husky Oil Operations Limited,,Cold Lake,11205,Primary,4.23
2014-12-01,Koch Oil Sands Operating ULC,,Peace River Area 2,11220,Primary,10.22
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,11227D,Primary,50.35
2014-12-01,Husky Oil Operations Limited,,Cold Lake,11246B,Primary,64.81
2014-12-01,Twin Butte Energy Ltd.,,Cold Lake,11256D,Primary,389.64
2014-12-01,Husky Oil Operations Limited,,Cold Lake,11287A,Primary,4.23
2014-12-01,Murphy Oil Company Ltd.,,Peace River Area 2,11306A,Primary,90.92
2014-12-01,Baytex Energy Ltd.,,Peace River Area 2,11327A,Primary,3.86
2014-12-01,Husky Oil Operations Limited,,Cold Lake,11350,Primary,1.33
2014-12-01,Blackpearl Resources Inc.,,Cold Lake,11364B,Primary,0.39
2014-12-01,"Renergy Petroleum (Canada) Co., Ltd.",,Athabasca,11382D,Primary,3.25
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,11383,Primary,28.87
2014-12-01,Husky Oil Operations Limited,,Cold Lake,11416,Primary,2.21
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,11428D,Primary,637.13
2014-12-01,Solara Exploration Ltd.,,Cold Lake,11429A,Primary,11.57
2014-12-01,Baytex Energy Ltd.,,Peace River Area 1,11437A,Primary,5.35
2014-12-01,Husky Oil Operations Limited,,Cold Lake,11450,Primary,3.27
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,11477A,Primary,301.31
2014-12-01,Canadian Natural Resources Limited,,Athabasca,11480A,Primary,2897.88
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,11481,Primary,0.87
2014-12-01,Husky Oil Operations Limited,,Athabasca,11501,Primary,69.85
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,11503A,Primary,63.26
2014-12-01,Rife Resources Ltd.,,Cold Lake,11535,Primary,2.81
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,11538,Primary,7.36
2014-12-01,Bellatrix Exploration Ltd.,,Cold Lake,11545,Primary,7.66
2014-12-01,Shell Canada Limited,,Peace River Area 2,11556,Primary,273.72
2014-12-01,Shell Canada Limited,,Peace River Area 2,11557,Primary,10.24
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,11566,Primary,0.38
2014-12-01,Cenovus Energy Inc.,,Cold Lake,11567,Primary,4.48
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,11574A,Primary,89.1
2014-12-01,Perpetual Energy Operating Corp.,,Athabasca,11592A,Primary,0.01
2014-12-01,Cenovus Energy Inc.,,Cold Lake,11624D,Primary,84.44
2014-12-01,Cenovus Energy Inc.,,Cold Lake,11629B,Primary,2.24
2014-12-01,Cenovus Energy Inc.,,Cold Lake,11630B,Primary,4.99
2014-12-01,Cenovus Energy Inc.,,Cold Lake,11634C,Primary,7.94
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,11643C,Primary,15.19
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,11644C,Primary,53.5
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,11645B,Primary,17.37
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,11646C,Primary,3.84
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,11647D,Primary,77.34
2014-12-01,Palliser Oil & Gas Corporation,,Cold Lake,11661A,Primary,0.0
2014-12-01,Canadian Natural Resources Limited,,Athabasca,11676,Primary,9.7
2014-12-01,Murphy Oil Company Ltd. (¹),,Peace River Area 2,11692B,Primary,69.95
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,11720,Primary,0.0
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,11722,Primary,0.0
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,11724,Primary,5.79
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,11751A,Primary,122.17
2014-12-01,Murphy Oil Company Ltd.,,Peace River Area 2,11770B,Primary,1.05
2014-12-01,Husky Oil Operations Limited,,Cold Lake,11822,Primary,5.7
2014-12-01,Gear Energy Ltd.,,Cold Lake,11885B,Primary,2.71
2014-12-01,Baytex Energy Ltd.,,Peace River Area 2,11915,Primary,137.71
2014-12-01,Rife Resources Ltd.,,Cold Lake,11917,Primary,61.4
2014-12-01,Baytex Energy Ltd.,,Cold Lake,11945A,Primary,50.57
2014-12-01,Canadian Natural Resources Limited,,Athabasca,12052,Primary,0.0
2014-12-01,Twin Butte Energy Ltd.,,Cold Lake,12054,Primary,18.97
2014-12-01,Harvest Operations Corp.,,Cold Lake,12139,Primary,0.61
2014-12-01,Husky Oil Operations Limited,,Athabasca,12218,Primary,4.13
2014-12-01,One Earth Oil & Gas Inc.,,Peace River Area 2,12227A,Primary,0.0
2014-12-01,Devon Canada Corporation,,Cold Lake,12321,Primary,1.6
2014-12-01,Twin Butte Energy Ltd.,,Cold Lake,12335,Primary,10.65
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,4746Z,Primary,2212.51
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,6280G,Primary,353.46
2014-12-01,Canadian Natural Resources Limited,,Athabasca,6619AA,Primary,86.62
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,6726Q,Primary,464.25
2014-12-01,Twin Butte Energy Ltd.,,Cold Lake,7164M,Primary,49.35
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,7389D,Primary,14.79
2014-12-01,Gear Energy Ltd.,,Cold Lake,7515E,Primary,68.09
2014-12-01,Blackpearl Resources Inc.,,Cold Lake,7920K,Primary,172.26
2014-12-01,Devon Canada Corporation,,Cold Lake,7936R,Primary,3642.77
2014-12-01,Husky Oil Operations Limited (¹),,Cold Lake,7990P,Primary,232.4
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,8002E,Primary,11.89
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,8017D,Primary,2.34
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,8018E,Primary,447.14
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,8035B,Primary,15.58
2014-12-01,Canadian Natural Resources Limited (¹),,Cold Lake,8042L,Primary,3868.76
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,8043C,Primary,213.93
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,8069G,Primary,505.43
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,8161F,Primary,103.17
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,8162I,Primary,425.43
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,8174B,Primary,0.11
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,8179C,Primary,9.56
2014-12-01,Devon Canada Corporation,,Cold Lake,8202B,Primary,72.05
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,8207B,Primary,0.81
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,8215D,Primary,147.36
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,8319,Primary,35.33
2014-12-01,Baytex Energy Ltd.,,Cold Lake,8341D,Primary,47.71
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,8536A,Primary,4.55
2014-12-01,Devon Canada Corporation,,Cold Lake,8611A,Primary,7.16
2014-12-01,Husky Oil Operations Limited,,Cold Lake,8655B,Primary,17.48
2014-12-01,Husky Oil Operations Limited,,Athabasca,8756E,Primary,704.26
2014-12-01,Harvest Operations Corp.,,Cold Lake,8845B,Primary,1.76
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,8908M,Primary,663.9
2014-12-01,Buffalo Resources Corp.,,Cold Lake,8932C,Primary,0.31
2014-12-01,Murphy Oil Company Ltd.,,Peace River Area 2,8972F,Primary,131.41
2014-12-01,Canadian Natural Resources Limited,,Athabasca,8993D,Primary,49.63
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,9006B,Primary,61.77
2014-12-01,Devon Canada Corporation,,Cold Lake,9148,Primary,11.43
2014-12-01,ExxonMobil Canada Ltd.,,Cold Lake,9158B,Primary,34.23
2014-12-01,Harvest Operations Corp.,,Cold Lake,9266B,Primary,42.66
2014-12-01,Baytex Energy Ltd.,,Cold Lake,9278J,Primary,50.06
2014-12-01,Crispin Energy Inc.,,Cold Lake,9313,Primary,0.75
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,9340B,Primary,148.25
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,9349C,Primary,53.7
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,9387L,Primary,854.73
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,9415X,Primary,1351.56
2014-12-01,Gear Energy Ltd.,,Cold Lake,9427D,Primary,31.07
2014-12-01,Canadian Natural Resources Limited,,Athabasca,9466R,Primary,186.05
2014-12-01,Canadian Natural Resources Limited,,Cold Lake,9473D,Primary,3.12
2014-12-01,Baytex Energy Ltd.,,Cold Lake,9579D,Primary,37.48
2014-12-01,Penn West Energy Trust,,Peace River Area 2,9607C,Primary,75.81
2014-12-01,Murphy Oil Company Ltd.,,Peace River Area 2,9727D,Primary,167.44
2014-12-01,Bronco Energy Ltd.,,Athabasca,9774E,Primary,10.73
2014-12-01,Devon Canada Corporation,,Cold Lake,9821B,Primary,1.35
2014-12-01,Frog Lake Energy Resources Corp.,,Cold Lake,9827F,Primary,160.42
2014-12-01,Husky Oil Operations Limited,,Cold Lake,9873E,Primary,168.43
2014-12-01,Canadian Natural Resources Limited,,Athabasca,9884F,Primary,24.15
2014-12-01,Baytex Energy Ltd.,,Cold Lake,9908H,Primary,2.84
2015-01-01,Baytex Energy Ltd.,Cliffdale Pilot,Peace River Area 2,11034L,Commercial-CSS,115.36
2015-01-01,Penn West Petroleum Ltd.,Seal CSS,Peace River Area 2,11377B,Commercial-CSS,14.11
2015-01-01,Murphy Oil Company Ltd.,Cadotte HCSS,Peace River Area 2,11778C,Commercial-CSS,14.38
2015-01-01,Penn West Petroleum Ltd.,Harmon Valley South Thermal Pilot,Peace River Area 2,11895C,Commercial-CSS,50.31
2015-01-01,Laricina Energy Ltd.,Saleski Phase 1,Athabasca,12087A,Commercial-CSS,0.0
2015-01-01,Shell Canada Energy,Peace River,Peace River Area 2,8143AA,Commercial-CSS,673.0
2015-01-01,Imperial Oil Resources,Cold Lake,Cold Lake,8558FF,Commercial-CSS,23473.28
2015-01-01,Canadian Natural Resources Limited,Primrose and Wolf Lake,Cold Lake,9140CC,Commercial-CSS,18092.9
2015-01-01,Devon Canada Corporation,Jackfish ,Athabasca,10097GG,Commercial-SAGD,12382.81
2015-01-01,Osum Production Corp.,Orion,Cold Lake,10103N,Commercial-SAGD,1034.46
2015-01-01,Husky Oil Operations Limited,Sunrise,Athabasca,10419P,Commercial-SAGD,0.0
2015-01-01,Connacher Oil And Gas Limited,Great Divide,Athabasca,10587S,Commercial-SAGD,2464.99
2015-01-01,MEG Energy Corp.,Christina Lake ,Athabasca,10773JJ,Commercial-SAGD,13053.24
2015-01-01,Statoil Canada Ltd.,Leismer,Athabasca,10935S,Commercial-SAGD,3501.75
2015-01-01,Andora Energy Corporation,Sawn Lake,Peace River Area 2,11341B,Commercial-SAGD,38.85
2015-01-01,Southern Pacific Resource Corp.,STP McKay,Athabasca,11461G,Commercial-SAGD,303.15
2015-01-01,Cenovus Energy Inc.,Pelican Lake,Athabasca,11469C,Commercial-SAGD,45.4
2015-01-01,Canadian Natural Resources Limited,Kirby,Athabasca,11475N,Commercial-SAGD,3891.08
2015-01-01,Laricina Energy Ltd.,Germain,Athabasca,11509J,Commercial-SAGD,124.93
2015-01-01,Blackpearl Resources Inc.,Blackrod,Athabasca,11522E,Commercial-SAGD,72.17
2015-01-01,Grizzly Oil Sands ULC,Algar Lake,Athabasca,11688D,Commercial-SAGD,127.22
2015-01-01,Sunshine Oilsands Ltd.,West Ells,Athabasca,11764G,Commercial-SAGD,0.0
2015-01-01,Baytex Energy Ltd.,Gemini,Cold Lake,11789B,Commercial-SAGD,66.65
2015-01-01,Athabasca Oil Corporation,Hangingstone,Athabasca,11888D,Commercial-SAGD,0.0
2015-01-01,Pengrowth Energy Corporation,Lindbergh ,Cold Lake,6410M,Commercial-SAGD,386.3
2015-01-01,Cenovus Energy Inc.,Christina Lake ,Athabasca,8591UU,Commercial-SAGD,24476.9
2015-01-01,Cenovus FCCL Ltd.,Foster Creek,Athabasca,8623KKK,Commercial-SAGD,22597.29
2015-01-01,Suncor Energy Inc.,Mackay River,Athabasca,8668QQ,Commercial-SAGD,4942.91
2015-01-01,Japan Canada Oil Sands Limited,Hangingstone,Athabasca,8788K,Commercial-SAGD,908.66
2015-01-01,Suncor Energy Inc.,Firebag,Athabasca,8870JJJ,Commercial-SAGD,29654.02
2015-01-01,Suncor Energy Inc.,Dover,Athabasca,9044J,Commercial-SAGD,0.0
2015-01-01,ConocoPhillips Canada Resources Corp.,Surmont,Athabasca,9426JJ,Commercial-SAGD,3765.78
2015-01-01,ConocoPhillips Canada Resources Corp.,Surmont Pilot,Athabasca,9460E,Commercial-SAGD,61.97
2015-01-01,Nexen Energy ULC,Long Lake,Athabasca,9485NN,Commercial-SAGD,6169.14
2015-01-01,Husky Oil Operations Limited,Tucker Lake ,Cold Lake,9835S,Commercial-SAGD,1634.27
2015-01-01,Canadian Natural Resources Limited,Brintnell,Athabasca,10147G,Enhanced Recovery,473.03
2015-01-01,Canadian Natural Resources Limited,Brintnell,Athabasca,10423S,Enhanced Recovery,3958.71
2015-01-01,Cenovus Energy Inc.,EnCAID,Athabasca,10440K,Enhanced Recovery,0.0
2015-01-01,Canadian Natural Resources Limited,Brintnell,Athabasca,10787P,Enhanced Recovery,1934.61
2015-01-01,Murphy Oil Company Ltd.,Seal Polymer,Peace River Area 2,11320B,Enhanced Recovery,115.14
2015-01-01,Cenovus FCCL Ltd.,AIDROH,Athabasca,11618,Enhanced Recovery,10.63
2015-01-01,Baytex Energy Ltd.,Waterflood Pilot Project,Peace River Area 2,12285A,Enhanced Recovery,2.96
2015-01-01,Cenovus Energy Inc.,Brintnell,Athabasca,9404W,Enhanced Recovery,4034.35
2015-01-01,Canadian Natural Resources Limited,Brintnell,Athabasca,9673P,Enhanced Recovery,1472.23
2015-01-01,Imperial Oil Resources Limited,SA-SAGD,Cold Lake,10689D,Experimental,84.9
2015-01-01,Laricina Energy Ltd.,Saleski Pilot,Athabasca,11337K,Experimental,30.66
2015-01-01,Baytex Energy Ltd.,,Peace River Area 1,10070I,Primary,134.34
2015-01-01,Canadian Natural Resources Limited,,Cold Lake,10154F,Primary,33.27
2015-01-01,Penn West Petroleum Ltd.,,Peace River Area 2,10174D,Primary,280.61
2015-01-01,Husky Oil Operations Limited,,Cold Lake,10259,Primary,18.4
2015-01-01,Devon Canada Corporation,,Cold Lake,10310B,Primary,24.22
2015-01-01,Murphy Oil Company Ltd.,,Peace River Area 2,10329G,Primary,530.1
2015-01-01,Baytex Energy Ltd.,,Peace River Area 2,10391I,Primary,3124.18
2015-01-01,Baytex Energy Ltd.,,Peace River Area 2,10412D,Primary,151.73
2015-01-01,Canadian Natural Resources Limited,,Cold Lake,10454A,Primary,6.11
2015-01-01,Canadian Natural Resources Limited,,Cold Lake,10459,Primary,9.72
2015-01-01,Canadian Natural Resources Limited,,Cold Lake,10518F,Primary,410.37
2015-01-01,Murphy Oil Company Ltd.,,Peace River Area 2,10532F,Primary,0.0
2015-01-01,Canadian Natural Resources Limited,,Cold Lake,10547,Primary,30.42
2015-01-01,Shell Canada Limited,,Peace River Area 2,10557I,Primary,1325.96
2015-01-01,Husky Oil Operations Limited,,Cold Lake,10597C,Primary,57.07
2015-01-01,Canadian Natural Resources Limited,,Cold Lake,10618G,Primary,200.64
2015-01-01,Husky Oil Operations Limited,,Cold Lake,10619K,Primary,432.3
2015-01-01,Crew Energy Inc.,,Cold Lake,10631B,Primary,0.0
2015-01-01,Penn West Petroleum Ltd.,,Peace River Area 2,10647F,Primary,10.53
2015-01-01,Canadian Natural Resources Limited,,Cold Lake,10725,Primary,5.35
2015-01-01,Penn West Petroleum Ltd.,,Peace River Area 2,10745C,Primary,223.06
2015-01-01,Penn West Petroleum Ltd.,,Peace River Area 2,10780C,Primary,0.0
2015-01-01,Husky Oil Operations Limited,,Cold Lake,10812B,Primary,56.55
