Operator,Category,Product,Metric,Year,Month,Value,Month_Num,Date
Closing Inventory,Electricity (MWh),,,2010,January,949072.0,1,2010-01-01
Closing Inventory,Electricity (MWh),,,2010,January,685674.0,1,2010-01-01
Closing Inventory,Electricity (MWh),,,2010,January,183379.0,1,2010-01-01
Closing Inventory,Electricity (MWh),,,2010,January,78148.3,1,2010-01-01
Closing Inventory,Electricity (MWh),,,2010,January,1413204.0,1,2010-01-01
Closing Inventory,Electricity (MWh),,,2010,January,1133201.0,1,2010-01-01
Closing Inventory,Electricity (MWh),,,2010,January,5864.0,1,2010-01-01
Closing Inventory,Electricity (MWh),,,2010,January,126645.0,1,2010-01-01
Closing Inventory,Electricity (MWh),,,2010,January,836492.0,1,2010-01-01
Closing Inventory,Electricity (MWh),,,2010,January,12475.0,1,2010-01-01
Closing Inventory,Electricity (MWh),,,2010,January,48210.0,1,2010-01-01
Closing Inventory,Electricity (MWh),,,2010,January,35548.0,1,2010-01-01
Closing Inventory,Electricity (MWh),,,2010,January,44446.4,1,2010-01-01
Closing Inventory,Electricity (MWh),,,2010,January,2737.1,1,2010-01-01
Closing Inventory,Electricity (MWh),,,2010,January,618668.0,1,2010-01-01
Closing Inventory,Electricity (MWh),,,2010,January,279759.0,1,2010-01-01
Closing Inventory,Electricity (MWh),,,2010,January,64270.0,1,2010-01-01
Closing Inventory,Electricity (MWh),,,2010,January,692052.7,1,2010-01-01
Closing Inventory,Electricity (MWh),,,2010,January,66688.8,1,2010-01-01
Closing Inventory,Electricity (MWh),,,2010,January,577769.4,1,2010-01-01
Closing Inventory,Electricity (MWh),,,2010,January,277213.5,1,2010-01-01
Closing Inventory,Electricity (MWh),,,2010,January,143056.8,1,2010-01-01
Closing Inventory,Electricity (MWh),,,2010,January,0.0,1,2010-01-01
Closing Inventory,Electricity (MWh),,,2010,January,399.9,1,2010-01-01
Closing Inventory,Electricity (MWh),,,2010,January,404246.0,1,2010-01-01
Closing Inventory,Electricity (MWh),,,2010,January,359689.0,1,2010-01-01
Closing Inventory,Electricity (MWh),,,2010,January,365719.0,1,2010-01-01
Closing Inventory,Electricity (MWh),,,2010,January,6167.0,1,2010-01-01
Closing Inventory,Electricity (MWh),,,2010,January,35859.0,1,2010-01-01
Closing Inventory,Electricity (MWh),,,2010,January,110506.0,1,2010-01-01
Closing Inventory,Electricity (MWh),,,2010,January,99055.0,1,2010-01-01
Closing Inventory,Electricity (MWh),,,2010,January,67711.0,1,2010-01-01
Closing Inventory,Electricity (MWh),,,2010,January,173.0,1,2010-01-01
Closing Inventory,Electricity (MWh),,,2010,January,151781.0,1,2010-01-01
Closing Inventory,Sulphur (tonnes),,,2010,January,20526.0,1,2010-01-01
Closing Inventory,Sulphur (tonnes),,,2010,January,149377.0,1,2010-01-01
Closing Inventory,Sulphur (tonnes),,,2010,January,205144.0,1,2010-01-01
Closing Inventory,Sulphur (tonnes),,,2010,January,18451.0,1,2010-01-01
Closing Inventory,Sulphur (tonnes),,,2010,January,45825.0,1,2010-01-01
Closing Inventory,Sulphur (tonnes),,,2010,January,165043.0,1,2010-01-01
Closing Inventory,Sulphur (tonnes),,,2010,January,24515.6,1,2010-01-01
Closing Inventory,Sulphur (tonnes),,,2010,January,30721.0,1,2010-01-01
Closing Inventory,Sulphur (tonnes),,,2010,January,135.0,1,2010-01-01
Closing Inventory,Sulphur (tonnes),,,2010,January,0.0,1,2010-01-01
Closing Inventory,Sulphur (tonnes),,,2010,January,79156.0,1,2010-01-01
Closing Inventory,Sulphur (tonnes),,,2010,January,3903.0,1,2010-01-01
Closing Inventory,Sulphur (tonnes),,,2010,January,53759.0,1,2010-01-01
Closing Inventory,Sulphur (tonnes),,,2010,January,20458.0,1,2010-01-01
Closing Inventory,Sulphur (tonnes),,,2010,January,4428.0,1,2010-01-01
Exported,Electricity (MWh),,,2010,January,273911.0,1,2010-01-01
Exported,Electricity (MWh),,,2010,January,205688.0,1,2010-01-01
Exported,Electricity (MWh),,,2010,January,82794.0,1,2010-01-01
Exported,Electricity (MWh),,,2010,January,2097.86,1,2010-01-01
Exported,Electricity (MWh),,,2010,January,118581.0,1,2010-01-01
Exported,Electricity (MWh),,,2010,January,82785.7,1,2010-01-01
Exported,Electricity (MWh),,,2010,January,0.0,1,2010-01-01
Exported,Electricity (MWh),,,2010,January,85104.0,1,2010-01-01
Exported,Electricity (MWh),,,2010,January,45327.0,1,2010-01-01
Generated,Electricity (MWh),,,2010,January,273911.0,1,2010-01-01
Generated,Electricity (MWh),,,2010,January,205688.0,1,2010-01-01
Generated,Electricity (MWh),,,2010,January,82794.0,1,2010-01-01
Generated,Electricity (MWh),,,2010,January,2097.86,1,2010-01-01
Generated,Electricity (MWh),,,2010,January,118581.0,1,2010-01-01
Generated,Electricity (MWh),,,2010,January,82785.7,1,2010-01-01
Generated,Electricity (MWh),,,2010,January,0.0,1,2010-01-01
Generated,Electricity (MWh),,,2010,January,85104.0,1,2010-01-01
Generated,Electricity (MWh),,,2010,January,45327.0,1,2010-01-01
Inventory Adjustment,Electricity (MWh),,,2010,January,949072.0,1,2010-01-01
Inventory Adjustment,Electricity (MWh),,,2010,January,685674.0,1,2010-01-01
Inventory Adjustment,Electricity (MWh),,,2010,January,183379.0,1,2010-01-01
Inventory Adjustment,Electricity (MWh),,,2010,January,78148.3,1,2010-01-01
Inventory Adjustment,Electricity (MWh),,,2010,January,1413205.0,1,2010-01-01
Inventory Adjustment,Electricity (MWh),,,2010,January,1133201.0,1,2010-01-01
Inventory Adjustment,Electricity (MWh),,,2010,January,5864.0,1,2010-01-01
Inventory Adjustment,Electricity (MWh),,,2010,January,126645.0,1,2010-01-01
Inventory Adjustment,Electricity (MWh),,,2010,January,836492.0,1,2010-01-01
Inventory Adjustment,Electricity (MWh),,,2010,January,12475.0,1,2010-01-01
Inventory Adjustment,Electricity (MWh),,,2010,January,48210.0,1,2010-01-01
Inventory Adjustment,Electricity (MWh),,,2010,January,35548.0,1,2010-01-01
Inventory Adjustment,Electricity (MWh),,,2010,January,44446.4,1,2010-01-01
Inventory Adjustment,Electricity (MWh),,,2010,January,2737.1,1,2010-01-01
Inventory Adjustment,Electricity (MWh),,,2010,January,618668.0,1,2010-01-01
Inventory Adjustment,Electricity (MWh),,,2010,January,279758.0,1,2010-01-01
Inventory Adjustment,Electricity (MWh),,,2010,January,64270.0,1,2010-01-01
Inventory Adjustment,Electricity (MWh),,,2010,January,692052.7,1,2010-01-01
Inventory Adjustment,Electricity (MWh),,,2010,January,66688.8,1,2010-01-01
Inventory Adjustment,Electricity (MWh),,,2010,January,577769.4,1,2010-01-01
Inventory Adjustment,Electricity (MWh),,,2010,January,277213.5,1,2010-01-01
Inventory Adjustment,Electricity (MWh),,,2010,January,143056.8,1,2010-01-01
Inventory Adjustment,Electricity (MWh),,,2010,January,0.0,1,2010-01-01
Inventory Adjustment,Electricity (MWh),,,2010,January,399.9,1,2010-01-01
Inventory Adjustment,Electricity (MWh),,,2010,January,404246.0,1,2010-01-01
Inventory Adjustment,Electricity (MWh),,,2010,January,359689.0,1,2010-01-01
Inventory Adjustment,Electricity (MWh),,,2010,January,365719.0,1,2010-01-01
Inventory Adjustment,Electricity (MWh),,,2010,January,6166.0,1,2010-01-01
Inventory Adjustment,Electricity (MWh),,,2010,January,35859.0,1,2010-01-01
Inventory Adjustment,Electricity (MWh),,,2010,January,110506.0,1,2010-01-01
Inventory Adjustment,Electricity (MWh),,,2010,January,99055.0,1,2010-01-01
Inventory Adjustment,Electricity (MWh),,,2010,January,67711.0,1,2010-01-01
Inventory Adjustment,Electricity (MWh),,,2010,January,173.0,1,2010-01-01
Inventory Adjustment,Electricity (MWh),,,2010,January,151781.0,1,2010-01-01
Inventory Adjustment,Sulphur (tonnes),,,2010,January,20526.0,1,2010-01-01
Inventory Adjustment,Sulphur (tonnes),,,2010,January,149376.0,1,2010-01-01
Inventory Adjustment,Sulphur (tonnes),,,2010,January,205144.0,1,2010-01-01
Inventory Adjustment,Sulphur (tonnes),,,2010,January,18450.0,1,2010-01-01
Inventory Adjustment,Sulphur (tonnes),,,2010,January,45825.0,1,2010-01-01
Inventory Adjustment,Sulphur (tonnes),,,2010,January,165043.0,1,2010-01-01
Inventory Adjustment,Sulphur (tonnes),,,2010,January,24515.7,1,2010-01-01
Inventory Adjustment,Sulphur (tonnes),,,2010,January,30721.0,1,2010-01-01
Inventory Adjustment,Sulphur (tonnes),,,2010,January,135.0,1,2010-01-01
Inventory Adjustment,Sulphur (tonnes),,,2010,January,0.0,1,2010-01-01
Inventory Adjustment,Sulphur (tonnes),,,2010,January,79155.0,1,2010-01-01
Inventory Adjustment,Sulphur (tonnes),,,2010,January,3904.0,1,2010-01-01
Inventory Adjustment,Sulphur (tonnes),,,2010,January,53760.0,1,2010-01-01
Inventory Adjustment,Sulphur (tonnes),,,2010,January,20458.0,1,2010-01-01
Inventory Adjustment,Sulphur (tonnes),,,2010,January,4428.0,1,2010-01-01
Production,Electricity (MWh),,,2010,January,1099451.0,1,2010-01-01
Production,Electricity (MWh),,,2010,January,1058042.0,1,2010-01-01
Production,Electricity (MWh),,,2010,January,229292.0,1,2010-01-01
Production,Electricity (MWh),,,2010,January,78148.3,1,2010-01-01
Production,Electricity (MWh),,,2010,January,1707230.0,1,2010-01-01
Production,Electricity (MWh),,,2010,January,1310418.0,1,2010-01-01
Production,Electricity (MWh),,,2010,January,67080.0,1,2010-01-01
Production,Electricity (MWh),,,2010,January,126645.0,1,2010-01-01
Production,Electricity (MWh),,,2010,January,863520.0,1,2010-01-01
Production,Electricity (MWh),,,2010,January,12475.0,1,2010-01-01
Production,Electricity (MWh),,,2010,January,48210.0,1,2010-01-01
Production,Electricity (MWh),,,2010,January,35548.0,1,2010-01-01
Production,Electricity (MWh),,,2010,January,44446.4,1,2010-01-01
Production,Electricity (MWh),,,2010,January,2737.1,1,2010-01-01
Production,Electricity (MWh),,,2010,January,637671.0,1,2010-01-01
Production,Electricity (MWh),,,2010,January,436890.0,1,2010-01-01
Production,Electricity (MWh),,,2010,January,64270.0,1,2010-01-01
Production,Electricity (MWh),,,2010,January,760703.6,1,2010-01-01
Production,Electricity (MWh),,,2010,January,81049.3,1,2010-01-01
Production,Electricity (MWh),,,2010,January,719213.8,1,2010-01-01
Production,Electricity (MWh),,,2010,January,429021.9,1,2010-01-01
Production,Electricity (MWh),,,2010,January,143056.8,1,2010-01-01
Production,Electricity (MWh),,,2010,January,0.0,1,2010-01-01
Production,Electricity (MWh),,,2010,January,399.9,1,2010-01-01
Production,Electricity (MWh),,,2010,January,439043.0,1,2010-01-01
Production,Electricity (MWh),,,2010,January,406682.0,1,2010-01-01
Production,Electricity (MWh),,,2010,January,401568.0,1,2010-01-01
Production,Electricity (MWh),,,2010,January,51178.0,1,2010-01-01
Production,Electricity (MWh),,,2010,January,35859.0,1,2010-01-01
Production,Electricity (MWh),,,2010,January,110506.0,1,2010-01-01
Production,Electricity (MWh),,,2010,January,99055.0,1,2010-01-01
Production,Electricity (MWh),,,2010,January,83051.0,1,2010-01-01
Production,Electricity (MWh),,,2010,January,173.0,1,2010-01-01
Production,Electricity (MWh),,,2010,January,151781.0,1,2010-01-01
Production,Sulphur (tonnes),,,2010,January,22217.0,1,2010-01-01
Production,Sulphur (tonnes),,,2010,January,20953470.0,1,2010-01-01
Production,Sulphur (tonnes),,,2010,January,205144.0,1,2010-01-01
Production,Sulphur (tonnes),,,2010,January,8726826.0,1,2010-01-01
Production,Sulphur (tonnes),,,2010,January,42977608.0,1,2010-01-01
Production,Sulphur (tonnes),,,2010,January,165043.0,1,2010-01-01
Production,Sulphur (tonnes),,,2010,January,33270.0,1,2010-01-01
Production,Sulphur (tonnes),,,2010,January,30721.0,1,2010-01-01
Production,Sulphur (tonnes),,,2010,January,131814.0,1,2010-01-01
Production,Sulphur (tonnes),,,2010,January,819186.0,1,2010-01-01
Production,Sulphur (tonnes),,,2010,January,79156.0,1,2010-01-01
Production,Sulphur (tonnes),,,2010,January,7069.0,1,2010-01-01
Production,Sulphur (tonnes),,,2010,January,53759.0,1,2010-01-01
Production,Sulphur (tonnes),,,2010,January,20458.0,1,2010-01-01
Production,Sulphur (tonnes),,,2010,January,4428.0,1,2010-01-01
Closing Inventory,Electricity (MWh),,,2010,February,1169119.0,2,2010-02-01
Closing Inventory,Electricity (MWh),,,2010,February,766234.0,2,2010-02-01
Closing Inventory,Electricity (MWh),,,2010,February,172048.0,2,2010-02-01
Closing Inventory,Electricity (MWh),,,2010,February,90136.0,2,2010-02-01
Closing Inventory,Electricity (MWh),,,2010,February,1552636.0,2,2010-02-01
Closing Inventory,Electricity (MWh),,,2010,February,1242376.0,2,2010-02-01
Closing Inventory,Electricity (MWh),,,2010,February,7932.0,2,2010-02-01
Closing Inventory,Electricity (MWh),,,2010,February,123078.0,2,2010-02-01
Closing Inventory,Electricity (MWh),,,2010,February,940938.0,2,2010-02-01
Closing Inventory,Electricity (MWh),,,2010,February,12481.0,2,2010-02-01
Closing Inventory,Electricity (MWh),,,2010,February,44987.0,2,2010-02-01
Closing Inventory,Electricity (MWh),,,2010,February,31752.5,2,2010-02-01
Closing Inventory,Electricity (MWh),,,2010,February,46837.1,2,2010-02-01
Closing Inventory,Electricity (MWh),,,2010,February,860.1,2,2010-02-01
Closing Inventory,Electricity (MWh),,,2010,February,708169.0,2,2010-02-01
Closing Inventory,Electricity (MWh),,,2010,February,320309.0,2,2010-02-01
Closing Inventory,Electricity (MWh),,,2010,February,58343.0,2,2010-02-01
Closing Inventory,Electricity (MWh),,,2010,February,754180.4,2,2010-02-01
Closing Inventory,Electricity (MWh),,,2010,February,81013.3,2,2010-02-01
Closing Inventory,Electricity (MWh),,,2010,February,643648.2,2,2010-02-01
Closing Inventory,Electricity (MWh),,,2010,February,334180.1,2,2010-02-01
Closing Inventory,Electricity (MWh),,,2010,February,151479.8,2,2010-02-01
Closing Inventory,Electricity (MWh),,,2010,February,0.0,2,2010-02-01
Closing Inventory,Electricity (MWh),,,2010,February,361.0,2,2010-02-01
Closing Inventory,Electricity (MWh),,,2010,February,443564.0,2,2010-02-01
Closing Inventory,Electricity (MWh),,,2010,February,376190.0,2,2010-02-01
Closing Inventory,Electricity (MWh),,,2010,February,383778.0,2,2010-02-01
Closing Inventory,Electricity (MWh),,,2010,February,1811.0,2,2010-02-01
Closing Inventory,Electricity (MWh),,,2010,February,38095.0,2,2010-02-01
Closing Inventory,Electricity (MWh),,,2010,February,75208.0,2,2010-02-01
Closing Inventory,Electricity (MWh),,,2010,February,66318.0,2,2010-02-01
Closing Inventory,Electricity (MWh),,,2010,February,35170.0,2,2010-02-01
Closing Inventory,Electricity (MWh),,,2010,February,100.0,2,2010-02-01
Closing Inventory,Electricity (MWh),,,2010,February,143690.0,2,2010-02-01
Closing Inventory,Sulphur (tonnes),,,2010,February,20924.0,2,2010-02-01
Closing Inventory,Sulphur (tonnes),,,2010,February,164627.0,2,2010-02-01
Closing Inventory,Sulphur (tonnes),,,2010,February,179167.0,2,2010-02-01
Closing Inventory,Sulphur (tonnes),,,2010,February,33309.0,2,2010-02-01
Closing Inventory,Sulphur (tonnes),,,2010,February,46639.0,2,2010-02-01
Closing Inventory,Sulphur (tonnes),,,2010,February,117518.0,2,2010-02-01
Closing Inventory,Sulphur (tonnes),,,2010,February,25841.1,2,2010-02-01
Closing Inventory,Sulphur (tonnes),,,2010,February,27142.0,2,2010-02-01
Closing Inventory,Sulphur (tonnes),,,2010,February,18.0,2,2010-02-01
Closing Inventory,Sulphur (tonnes),,,2010,February,-1.0,2,2010-02-01
Closing Inventory,Sulphur (tonnes),,,2010,February,69972.0,2,2010-02-01
Closing Inventory,Sulphur (tonnes),,,2010,February,5992.0,2,2010-02-01
Closing Inventory,Sulphur (tonnes),,,2010,February,47536.0,2,2010-02-01
Closing Inventory,Sulphur (tonnes),,,2010,February,12488.0,2,2010-02-01
Closing Inventory,Sulphur (tonnes),,,2010,February,4775.0,2,2010-02-01
Exported,Electricity (MWh),,,2010,February,245109.0,2,2010-02-01
Exported,Electricity (MWh),,,2010,February,188254.0,2,2010-02-01
Exported,Electricity (MWh),,,2010,February,68963.0,2,2010-02-01
Exported,Electricity (MWh),,,2010,February,1885.45,2,2010-02-01
Exported,Electricity (MWh),,,2010,February,108543.0,2,2010-02-01
Exported,Electricity (MWh),,,2010,February,77527.9,2,2010-02-01
Exported,Electricity (MWh),,,2010,February,4614.6,2,2010-02-01
Exported,Electricity (MWh),,,2010,February,74582.0,2,2010-02-01
Exported,Electricity (MWh),,,2010,February,43591.0,2,2010-02-01
Generated,Electricity (MWh),,,2010,February,245109.0,2,2010-02-01
Generated,Electricity (MWh),,,2010,February,188254.0,2,2010-02-01
Generated,Electricity (MWh),,,2010,February,68963.0,2,2010-02-01
Generated,Electricity (MWh),,,2010,February,1885.45,2,2010-02-01
Generated,Electricity (MWh),,,2010,February,108543.0,2,2010-02-01
Generated,Electricity (MWh),,,2010,February,77527.9,2,2010-02-01
Generated,Electricity (MWh),,,2010,February,4614.6,2,2010-02-01
Generated,Electricity (MWh),,,2010,February,74582.0,2,2010-02-01
Generated,Electricity (MWh),,,2010,February,43591.0,2,2010-02-01
Inventory Adjustment,Electricity (MWh),,,2010,February,1169119.0,2,2010-02-01
Inventory Adjustment,Electricity (MWh),,,2010,February,766234.0,2,2010-02-01
Inventory Adjustment,Electricity (MWh),,,2010,February,172048.0,2,2010-02-01
Inventory Adjustment,Electricity (MWh),,,2010,February,90136.0,2,2010-02-01
Inventory Adjustment,Electricity (MWh),,,2010,February,1552636.0,2,2010-02-01
Inventory Adjustment,Electricity (MWh),,,2010,February,1242376.0,2,2010-02-01
Inventory Adjustment,Electricity (MWh),,,2010,February,7932.0,2,2010-02-01
Inventory Adjustment,Electricity (MWh),,,2010,February,123078.0,2,2010-02-01
Inventory Adjustment,Electricity (MWh),,,2010,February,940938.0,2,2010-02-01
Inventory Adjustment,Electricity (MWh),,,2010,February,12481.0,2,2010-02-01
Inventory Adjustment,Electricity (MWh),,,2010,February,44987.0,2,2010-02-01
Inventory Adjustment,Electricity (MWh),,,2010,February,31752.5,2,2010-02-01
Inventory Adjustment,Electricity (MWh),,,2010,February,46837.1,2,2010-02-01
Inventory Adjustment,Electricity (MWh),,,2010,February,860.1,2,2010-02-01
Inventory Adjustment,Electricity (MWh),,,2010,February,708169.0,2,2010-02-01
Inventory Adjustment,Electricity (MWh),,,2010,February,320308.0,2,2010-02-01
Inventory Adjustment,Electricity (MWh),,,2010,February,58343.0,2,2010-02-01
Inventory Adjustment,Electricity (MWh),,,2010,February,754180.4,2,2010-02-01
Inventory Adjustment,Electricity (MWh),,,2010,February,81013.3,2,2010-02-01
Inventory Adjustment,Electricity (MWh),,,2010,February,643648.2,2,2010-02-01
Inventory Adjustment,Electricity (MWh),,,2010,February,334180.1,2,2010-02-01
Inventory Adjustment,Electricity (MWh),,,2010,February,151479.8,2,2010-02-01
Inventory Adjustment,Electricity (MWh),,,2010,February,0.0,2,2010-02-01
Inventory Adjustment,Electricity (MWh),,,2010,February,361.0,2,2010-02-01
Inventory Adjustment,Electricity (MWh),,,2010,February,443564.0,2,2010-02-01
Inventory Adjustment,Electricity (MWh),,,2010,February,376190.0,2,2010-02-01
Inventory Adjustment,Electricity (MWh),,,2010,February,383778.0,2,2010-02-01
Inventory Adjustment,Electricity (MWh),,,2010,February,1811.0,2,2010-02-01
Inventory Adjustment,Electricity (MWh),,,2010,February,38095.0,2,2010-02-01
Inventory Adjustment,Electricity (MWh),,,2010,February,75207.0,2,2010-02-01
Inventory Adjustment,Electricity (MWh),,,2010,February,66318.0,2,2010-02-01
Inventory Adjustment,Electricity (MWh),,,2010,February,35170.0,2,2010-02-01
Inventory Adjustment,Electricity (MWh),,,2010,February,100.0,2,2010-02-01
Inventory Adjustment,Electricity (MWh),,,2010,February,143689.0,2,2010-02-01
Inventory Adjustment,Sulphur (tonnes),,,2010,February,20924.0,2,2010-02-01
Inventory Adjustment,Sulphur (tonnes),,,2010,February,164627.0,2,2010-02-01
Inventory Adjustment,Sulphur (tonnes),,,2010,February,179167.0,2,2010-02-01
Inventory Adjustment,Sulphur (tonnes),,,2010,February,33309.0,2,2010-02-01
Inventory Adjustment,Sulphur (tonnes),,,2010,February,46639.0,2,2010-02-01
Inventory Adjustment,Sulphur (tonnes),,,2010,February,117518.0,2,2010-02-01
Inventory Adjustment,Sulphur (tonnes),,,2010,February,25841.1,2,2010-02-01
Inventory Adjustment,Sulphur (tonnes),,,2010,February,27142.0,2,2010-02-01
Inventory Adjustment,Sulphur (tonnes),,,2010,February,18.0,2,2010-02-01
Inventory Adjustment,Sulphur (tonnes),,,2010,February,0.0,2,2010-02-01
Inventory Adjustment,Sulphur (tonnes),,,2010,February,69973.0,2,2010-02-01
Inventory Adjustment,Sulphur (tonnes),,,2010,February,5993.0,2,2010-02-01
Inventory Adjustment,Sulphur (tonnes),,,2010,February,47536.0,2,2010-02-01
Inventory Adjustment,Sulphur (tonnes),,,2010,February,12488.0,2,2010-02-01
Inventory Adjustment,Sulphur (tonnes),,,2010,February,4775.0,2,2010-02-01
Production,Electricity (MWh),,,2010,February,1303691.0,2,2010-02-01
Production,Electricity (MWh),,,2010,February,1184467.0,2,2010-02-01
Production,Electricity (MWh),,,2010,February,220824.0,2,2010-02-01
Production,Electricity (MWh),,,2010,February,90136.0,2,2010-02-01
Production,Electricity (MWh),,,2010,February,1842206.0,2,2010-02-01
Production,Electricity (MWh),,,2010,February,1499800.0,2,2010-02-01
Production,Electricity (MWh),,,2010,February,68726.0,2,2010-02-01
Production,Electricity (MWh),,,2010,February,123078.0,2,2010-02-01
Production,Electricity (MWh),,,2010,February,964943.0,2,2010-02-01
Production,Electricity (MWh),,,2010,February,12481.0,2,2010-02-01
Production,Electricity (MWh),,,2010,February,44987.0,2,2010-02-01
Production,Electricity (MWh),,,2010,February,31752.5,2,2010-02-01
Production,Electricity (MWh),,,2010,February,46837.1,2,2010-02-01
Production,Electricity (MWh),,,2010,February,860.1,2,2010-02-01
Production,Electricity (MWh),,,2010,February,734195.0,2,2010-02-01
Production,Electricity (MWh),,,2010,February,491295.0,2,2010-02-01
Production,Electricity (MWh),,,2010,February,58343.0,2,2010-02-01
Production,Electricity (MWh),,,2010,February,839698.6,2,2010-02-01
Production,Electricity (MWh),,,2010,February,96436.4,2,2010-02-01
Production,Electricity (MWh),,,2010,February,833059.0,2,2010-02-01
Production,Electricity (MWh),,,2010,February,479261.1,2,2010-02-01
Production,Electricity (MWh),,,2010,February,151479.8,2,2010-02-01
Production,Electricity (MWh),,,2010,February,0.0,2,2010-02-01
Production,Electricity (MWh),,,2010,February,361.0,2,2010-02-01
Production,Electricity (MWh),,,2010,February,486142.0,2,2010-02-01
Production,Electricity (MWh),,,2010,February,420807.0,2,2010-02-01
Production,Electricity (MWh),,,2010,February,415951.0,2,2010-02-01
Production,Electricity (MWh),,,2010,February,50389.0,2,2010-02-01
Production,Electricity (MWh),,,2010,February,38095.0,2,2010-02-01
Production,Electricity (MWh),,,2010,February,75208.0,2,2010-02-01
Production,Electricity (MWh),,,2010,February,66318.0,2,2010-02-01
Production,Electricity (MWh),,,2010,February,47604.0,2,2010-02-01
Production,Electricity (MWh),,,2010,February,100.0,2,2010-02-01
Production,Electricity (MWh),,,2010,February,143690.0,2,2010-02-01
Production,Sulphur (tonnes),,,2010,February,22639.0,2,2010-02-01
Production,Sulphur (tonnes),,,2010,February,20993469.0,2,2010-02-01
Production,Sulphur (tonnes),,,2010,February,179167.0,2,2010-02-01
Production,Sulphur (tonnes),,,2010,February,8760461.0,2,2010-02-01
Production,Sulphur (tonnes),,,2010,February,43155653.0,2,2010-02-01
Production,Sulphur (tonnes),,,2010,February,117518.0,2,2010-02-01
Production,Sulphur (tonnes),,,2010,February,36764.1,2,2010-02-01
Production,Sulphur (tonnes),,,2010,February,27142.0,2,2010-02-01
Production,Sulphur (tonnes),,,2010,February,146577.0,2,2010-02-01
Production,Sulphur (tonnes),,,2010,February,894311.0,2,2010-02-01
Production,Sulphur (tonnes),,,2010,February,69972.0,2,2010-02-01
Production,Sulphur (tonnes),,,2010,February,6946.0,2,2010-02-01
Production,Sulphur (tonnes),,,2010,February,47536.0,2,2010-02-01
Production,Sulphur (tonnes),,,2010,February,12488.0,2,2010-02-01
Production,Sulphur (tonnes),,,2010,February,4775.0,2,2010-02-01
Closing Inventory,Electricity (MWh),,,2010,March,1479888.0,3,2010-03-01
Closing Inventory,Electricity (MWh),,,2010,March,957561.0,3,2010-03-01
Closing Inventory,Electricity (MWh),,,2010,March,191129.0,3,2010-03-01
Closing Inventory,Electricity (MWh),,,2010,March,115922.9,3,2010-03-01
Closing Inventory,Electricity (MWh),,,2010,March,1778046.0,3,2010-03-01
Closing Inventory,Electricity (MWh),,,2010,March,1561570.0,3,2010-03-01
Closing Inventory,Electricity (MWh),,,2010,March,13394.0,3,2010-03-01
Closing Inventory,Electricity (MWh),,,2010,March,139597.0,3,2010-03-01
Closing Inventory,Electricity (MWh),,,2010,March,1029045.0,3,2010-03-01
Closing Inventory,Electricity (MWh),,,2010,March,14672.0,3,2010-03-01
Closing Inventory,Electricity (MWh),,,2010,March,58547.0,3,2010-03-01
Closing Inventory,Electricity (MWh),,,2010,March,47531.3,3,2010-03-01
Closing Inventory,Electricity (MWh),,,2010,March,67959.6,3,2010-03-01
Closing Inventory,Electricity (MWh),,,2010,March,670.9,3,2010-03-01
Closing Inventory,Electricity (MWh),,,2010,March,541104.0,3,2010-03-01
Closing Inventory,Electricity (MWh),,,2010,March,199293.0,3,2010-03-01
Closing Inventory,Electricity (MWh),,,2010,March,55229.0,3,2010-03-01
Closing Inventory,Electricity (MWh),,,2010,March,440395.78,3,2010-03-01
Closing Inventory,Electricity (MWh),,,2010,March,40959.2,3,2010-03-01
Closing Inventory,Electricity (MWh),,,2010,March,440634.5,3,2010-03-01
Closing Inventory,Electricity (MWh),,,2010,March,179944.4,3,2010-03-01
Closing Inventory,Electricity (MWh),,,2010,March,100994.6,3,2010-03-01
Closing Inventory,Electricity (MWh),,,2010,March,0.0,3,2010-03-01
Closing Inventory,Electricity (MWh),,,2010,March,400.0,3,2010-03-01
Closing Inventory,Electricity (MWh),,,2010,March,579211.0,3,2010-03-01
Closing Inventory,Electricity (MWh),,,2010,March,503417.0,3,2010-03-01
Closing Inventory,Electricity (MWh),,,2010,March,528527.0,3,2010-03-01
Closing Inventory,Electricity (MWh),,,2010,March,4313.0,3,2010-03-01
Closing Inventory,Electricity (MWh),,,2010,March,47831.0,3,2010-03-01
Closing Inventory,Electricity (MWh),,,2010,March,130351.0,3,2010-03-01
Closing Inventory,Electricity (MWh),,,2010,March,109207.0,3,2010-03-01
Closing Inventory,Electricity (MWh),,,2010,March,77742.0,3,2010-03-01
Closing Inventory,Electricity (MWh),,,2010,March,5034.0,3,2010-03-01
Closing Inventory,Electricity (MWh),,,2010,March,164205.0,3,2010-03-01
Closing Inventory,Sulphur (tonnes),,,2010,March,27661.0,3,2010-03-01
Closing Inventory,Sulphur (tonnes),,,2010,March,152835.0,3,2010-03-01
Closing Inventory,Sulphur (tonnes),,,2010,March,198774.1,3,2010-03-01
Closing Inventory,Sulphur (tonnes),,,2010,March,45543.0,3,2010-03-01
Closing Inventory,Sulphur (tonnes),,,2010,March,53841.0,3,2010-03-01
Closing Inventory,Sulphur (tonnes),,,2010,March,146458.0,3,2010-03-01
Closing Inventory,Sulphur (tonnes),,,2010,March,17816.9,3,2010-03-01
Closing Inventory,Sulphur (tonnes),,,2010,March,33664.5,3,2010-03-01
Closing Inventory,Sulphur (tonnes),,,2010,March,3616.0,3,2010-03-01
Closing Inventory,Sulphur (tonnes),,,2010,March,1.0,3,2010-03-01
