Year,Month,Date,Label,Top Level,Category 1,Category 2,Type,Value
2018,1,2018-01-01,Removals from Alberta,Removals from Alberta,DISPOSITION,,flow,16946295.7
2018,2,2018-02-01,Removals from Alberta,Removals from Alberta,DISPOSITION,,flow,15229252.9
2018,3,2018-03-01,Removals from Alberta,Removals from Alberta,DISPOSITION,,flow,16849889.9
2018,4,2018-04-01,Removals from Alberta,Removals from Alberta,DISPOSITION,,flow,16512015.9
2018,5,2018-05-01,Removals from Alberta,Removals from Alberta,DISPOSITION,,flow,16624394.6
2018,6,2018-06-01,Removals from Alberta,Removals from Alberta,DISPOSITION,,flow,16647016.5
2018,7,2018-07-01,Removals from Alberta,Removals from Alberta,DISPOSITION,,flow,17688775.2
2018,8,2018-08-01,Removals from Alberta,Removals from Alberta,DISPOSITION,,flow,17501424.7
2018,9,2018-09-01,Removals from Alberta,Removals from Alberta,DISPOSITION,,flow,16262127.5
2018,10,2018-10-01,Removals from Alberta,Removals from Alberta,DISPOSITION,,flow,18484238.5
2018,11,2018-11-01,Removals from Alberta,Removals from Alberta,DISPOSITION,,flow,18494259.7
2018,12,2018-12-01,Removals from Alberta,Removals from Alberta,DISPOSITION,,flow,19219480
2018,1,2018-01-01,Reporting Adjustment,Reporting Adjustment,DISPOSITION,,flow,-226666.6000000015
2018,2,2018-02-01,Reporting Adjustment,Reporting Adjustment,DISPOSITION,,flow,-265565.9000000004
2018,3,2018-03-01,Reporting Adjustment,Reporting Adjustment,DISPOSITION,,flow,-214068.69999999553
2018,4,2018-04-01,Reporting Adjustment,Reporting Adjustment,DISPOSITION,,flow,-229131.19999999925
2018,5,2018-05-01,Reporting Adjustment,Reporting Adjustment,DISPOSITION,,flow,-290259.99999999814
2018,6,2018-06-01,Reporting Adjustment,Reporting Adjustment,DISPOSITION,,flow,-76368.99999999255
2018,7,2018-07-01,Reporting Adjustment,Reporting Adjustment,DISPOSITION,,flow,68888.40000000596
2018,8,2018-08-01,Reporting Adjustment,Reporting Adjustment,DISPOSITION,,flow,136002.09999999776
2018,9,2018-09-01,Reporting Adjustment,Reporting Adjustment,DISPOSITION,,flow,-53043.70000000298
2018,10,2018-10-01,Reporting Adjustment,Reporting Adjustment,DISPOSITION,,flow,-553688.2999999933
2018,11,2018-11-01,Reporting Adjustment,Reporting Adjustment,DISPOSITION,,flow,-565506.8000000007
2018,12,2018-12-01,Reporting Adjustment,Reporting Adjustment,DISPOSITION,,flow,-779471.4999999963
2018,1,2018-01-01,TOTAL OIL & EQUIVALENT DISPOSITION,TOTAL OIL & EQUIVALENT DISPOSITION,DISPOSITION,,flow,19608810.9
2018,2,2018-02-01,TOTAL OIL & EQUIVALENT DISPOSITION,TOTAL OIL & EQUIVALENT DISPOSITION,DISPOSITION,,flow,17963340
2018,3,2018-03-01,TOTAL OIL & EQUIVALENT DISPOSITION,TOTAL OIL & EQUIVALENT DISPOSITION,DISPOSITION,,flow,19596871.200000003
2018,4,2018-04-01,TOTAL OIL & EQUIVALENT DISPOSITION,TOTAL OIL & EQUIVALENT DISPOSITION,DISPOSITION,,flow,18243878.6
2018,5,2018-05-01,TOTAL OIL & EQUIVALENT DISPOSITION,TOTAL OIL & EQUIVALENT DISPOSITION,DISPOSITION,,flow,18507301.3
2018,6,2018-06-01,TOTAL OIL & EQUIVALENT DISPOSITION,TOTAL OIL & EQUIVALENT DISPOSITION,DISPOSITION,,flow,19082774.500000007
2018,7,2018-07-01,TOTAL OIL & EQUIVALENT DISPOSITION,TOTAL OIL & EQUIVALENT DISPOSITION,DISPOSITION,,flow,20369035.300000004
2018,8,2018-08-01,TOTAL OIL & EQUIVALENT DISPOSITION,TOTAL OIL & EQUIVALENT DISPOSITION,DISPOSITION,,flow,20288017.9
2018,9,2018-09-01,TOTAL OIL & EQUIVALENT DISPOSITION,TOTAL OIL & EQUIVALENT DISPOSITION,DISPOSITION,,flow,19000888.099999998
2018,10,2018-10-01,TOTAL OIL & EQUIVALENT DISPOSITION,TOTAL OIL & EQUIVALENT DISPOSITION,DISPOSITION,,flow,20851438.100000005
2018,11,2018-11-01,TOTAL OIL & EQUIVALENT DISPOSITION,TOTAL OIL & EQUIVALENT DISPOSITION,DISPOSITION,,flow,20749881.8
2018,12,2018-12-01,TOTAL OIL & EQUIVALENT DISPOSITION,TOTAL OIL & EQUIVALENT DISPOSITION,DISPOSITION,,flow,21193226.500000004
2019,1,2019-01-01,Opening Inventory,Opening Inventory,,,stock,FROM Volumetric Summary Activity Table        INVOP
2019,1,2019-01-01,Crude Oil Light,Crude Oil Light,Production,Crude Oil Production,flow,"FROM Volumetric Reporting Activity Table       ACTIVITY=PROD,  FLUID=OIL,   Oil Density between 0 and 849.999999"
2019,1,2019-01-01,Crude Oil Medium,Crude Oil Medium,Production,Crude Oil Production,flow,"FROM Volumetric Reporting Activity Table       ACTIVITY=PROD,  FLUID=OIL,   Oil Density between 850 and 899.999999 "
2019,1,2019-01-01,Crude Oil Heavy,Crude Oil Heavy,Production,Crude Oil Production,flow,"FROM Volumetric Reporting Activity Table       ACTIVITY=PROD,  FLUID=OIL,   Oil Density between 900 and 924.999999"
2019,1,2019-01-01,Crude Oil Ultra Heavy,Crude Oil Ultra-Heavy,Production,Crude Oil Production,flow,"FROM Volumetric Reporting Activity Table       ACTIVITY=PROD,  FLUID=OIL,   Oil Density >= 925"
2019,1,2019-01-01,Total Crude Oil Production,Total Crude Oil Production,Production,Crude Oil Production,flow,CALCULATED:  SUM of Conventional Oil Production
2019,1,2019-01-01,Condensate Production,Condensate Production,Production,,flow,"FROM Volumetric Reporting Activity Table       ACTIVITY=PROD,  FLUID= COND"
2019,1,2019-01-01,In Situ Production,In Situ Production,Production,Nonupgraded,flow,"FROM Volumetric Reporting Activity Table      ACTIVITY=PROD,  FLUID=OIL,  DEPOSIT_ID not null"
2019,1,2019-01-01,Mined Production,Mined Production,Production,Nonupgraded,flow,"FROM Volumetric Reporting Activity Table      ACTIVITY=PROD,  FLUID=CRUDEBIT"
2019,1,2019-01-01,Sent for Further Processing,Sent for Further Processing,Production,Nonupgraded,flow,"FROM Volumetric Reporting Activity Table      ACTIVITY=FURPROC,  FLUID=CRUDEBIT    (set as negative)"
2019,1,2019-01-01,Non-Upgraded Total,Nonupgraded Total,Production,Oil Sands Production,flow,CALCULATED:  SUM of Non-Upgraded Production  
2019,1,2019-01-01,Upgraded Production,Upgraded Production,Production,Oil Sands Production,flow,"FROM Volumetric Reporting Activity Table      ACTIVITY=PROD,  FLUID= SYNCRD        SUBTRACT      ACTIVITY = FURPROC,   FLUID= SYNCRD"
2019,1,2019-01-01,Total Oil Sands Production,Total Oil Sands Production,Production,Oil Sands Production,flow,CALCULATED:  SUM of Non-Upgraded Production Total and Upgraded Production
2019,1,2019-01-01,Total Production,Total Production,Production,,flow,CALCULATED:  SUM of Total Conventional Oil Production   and   Condensate Production   and    Total Oil Sands Production
2019,1,2019-01-01,Pentanes Plus  - Plant/Gathering Process,Pentanes Plus - Plant/Gathering Process,Receipts,Pentanes Plus,flow,FROM Volumetric Summary Activity Table       PROC 
2019,1,2019-01-01,Pentanes Plus  - Fractionation Yield,Pentanes Plus - Fractionation Yield,Receipts,Pentanes Plus,flow,FROM Volumetric Summary Activity Table       FRAC
2019,1,2019-01-01,Skim Oil Recovered,Skim Oil Recovered,Receipts,,flow,FROM Volumetric Summary Activity Table       Sum of skim oil recovered at Injection Facilities (ABIF)        invop_oil + rec_oil - disp_oil - invcl_oil + invadj_oil
2019,1,2019-01-01,Waste Plant Receipts,Waste Plant Receipts,Receipts,,flow,"FROM Volumetric Reporting Activity Table      ACTIVITY=REC,  Source= ABWP"
2019,1,2019-01-01,Other Alberta Receipts,Other Alberta Receipts,Receipts,,flow,"FROM Volumetric Reporting Activity Table      Source=ABOT or ABMC, ACTIVITY=REC, Dest=AB_Facility   "
2019,1,2019-01-01,Butanes reported as Crude Oil or Equivalent,Butanes reported as Crude Oil or Equivalent,Receipts,,flow,FROM Volumetric Summary Activity Table       Sum of all facilities:   C4 supply - C4 disposition
2019,1,2019-01-01,NGL reported as Crude Oil or Equivalent,NGL reported as Crude Oil or Equivalent,Receipts,,flow,FROM Volumetric Summary Activity Table       Sum of all facilities:   NGL supply - NGL disposition
2019,1,2019-01-01,Pentanes Plus,Pentanes Plus,Imports,,flow,"FROM Volumetric Reporting Activity Table      Source=^AB, ACTIVITY=REC, Dest=AB_Facility, FLUID=IC5-SP,NC5-SP,C5-SP,C6-SP"
2019,1,2019-01-01,Condensates,Condensates,Imports,,flow,"FROM Volumetric Reporting Activity Table      Source=^AB, ACTIVITY=REC, Dest=AB_Facility, FLUID=COND"
2019,1,2019-01-01,Oil,Crude Oil,Imports,,flow,"FROM Volumetric Reporting Activity Table      Source=^AB, ACTIVITY=REC, Dest=AB_Facility, FLUID=OIL, CRUDEBIT"
2019,1,2019-01-01,Synthetic Crude Oil,Synthetic Crude Oil,Imports,,flow,"FROM Volumetric Reporting Activity Table      Source=^AB, ACTIVITY=REC, Dest=AB_Facility, FLUID=SYNCRD"
2019,1,2019-01-01,Total Imports,Total Imports,Receipts,,flow,CALCULATED:  SUM of Receipts
2019,1,2019-01-01,Flare or Waste,Total Receipts,Receipts,,flow,FROM Volumetric Summary Activity Table       FLARWAST    
2019,1,2019-01-01,Shrinkage,Flare or Waste,,,flow,FROM Volumetric Summary Activity Table       SHR
2019,1,2019-01-01,Closing Inventory,Shrinkage,,,flow,FROM Volumetric Summary Activity Table       INVCL
2019,1,2019-01-01,TOTAL OIL & EQUIVALENT SUPPLY,Adjustments,,,flow,CALCULATED --  Opening Inventory  PLUS   Total Production     PLUS   Total Receipts   SUBTRACT   Flare or Waste   SUBTRACT  Fuel   SUBTRACT   Shrinkage   SUBTRACT  Closing Inventory  PLUS   Adjustments
2019,1,2019-01-01,Alberta Injection and well use,DISPOSITION,,,flow,"FROM Volumetric Reporting Activity Table      INJ      PLUS       ACTIVITY=DISP, Dest=Well "
2019,1,2019-01-01,Alberta Refinery Sales,Alberta Use,DISPOSITION,,flow,"FROM Volumetric Reporting Activity Table      Source=ABRF, ACTIVITY=DISP, Dest=ABOT or ABMC"
2019,1,2019-01-01,Waste Plant Use,Alberta Injection and Well Use,Alberta Use,,flow,"FROM Volumetric Reporting Activity Table      ACTIVITY=DISP, Dest=ABWP"
2019,1,2019-01-01,Plant Use,Alberta Refinery Sales,Alberta Use,,flow,FROM Volumetric Summary Activity Table       PLTUSE   
2019,1,2019-01-01,Line Fill,Waste Plant Use,Alberta Use,,flow,"FROM Volumetric Reporting Activity Table      ACTIVITY=DISP, Dest=ABLF"
2019,1,2019-01-01,Load Fluid,Plant Use,Alberta Use,,flow,FROM Volumetric Reporting Activity Table      LDINVOP - LDINJ  +  LDREC  -  LDINVCL   +   LDINVADJ    
2019,1,2019-01-01,Alberta Other Sales,Line Fill,Alberta Use,,flow,"FROM Volumetric Reporting Activity Table      Source=AB_Facility and <> ABRF, ACTIVITY=DISP, Dest=ABOT or ABMC"
2019,1,2019-01-01,Total Alberta Use,Load Fluid,Alberta Use,,flow,CALCULATED:  SUM of Alberta Use
2019,1,2019-01-01,Removals from Alberta,Total Alberta Use,DISPOSITION,,flow,FROM Volumetric Reporting Activity Table      ACTIVITY=DISP   AND   Dest<>AB    OR     Dest='NEB pipeline'   OR  Dest='ABRC'
2020,1,2020-01-01,Opening Inventory,Opening Inventory,,,stock,11921035.8
2020,2,2020-02-01,Opening Inventory,Opening Inventory,,,stock,11377773.9
2020,3,2020-03-01,Opening Inventory,Opening Inventory,,,stock,11347468.2
2020,4,2020-04-01,Opening Inventory,Opening Inventory,,,stock,11150185.8
2020,5,2020-05-01,Opening Inventory,Opening Inventory,,,stock,11735037.9
2020,6,2020-06-01,Opening Inventory,Opening Inventory,,,stock,11604255.7
2020,7,2020-07-01,Opening Inventory,Opening Inventory,,,stock,11089592.3
2020,8,2020-08-01,Opening Inventory,Opening Inventory,,,stock,10665639.5
2020,9,2020-09-01,Opening Inventory,Opening Inventory,,,stock,10305834.8
2020,10,2020-10-01,Opening Inventory,Opening Inventory,,,stock,10125401.7
2020,11,2020-11-01,Opening Inventory,Opening Inventory,,,stock,9946592.4
2020,12,2020-12-01,Opening Inventory,Opening Inventory,,,stock,10570065.7
2020,1,2020-01-01,Crude Oil Light,Crude Oil Light,Production,Crude Oil Production,flow,1349856.5
2020,2,2020-02-01,Crude Oil Light,Crude Oil Light,Production,Crude Oil Production,flow,1337999.6
2020,3,2020-03-01,Crude Oil Light,Crude Oil Light,Production,Crude Oil Production,flow,1391537
2020,4,2020-04-01,Crude Oil Light,Crude Oil Light,Production,Crude Oil Production,flow,1118192.7
2020,5,2020-05-01,Crude Oil Light,Crude Oil Light,Production,Crude Oil Production,flow,986134.4
2020,6,2020-06-01,Crude Oil Light,Crude Oil Light,Production,Crude Oil Production,flow,1073151.7
2020,7,2020-07-01,Crude Oil Light,Crude Oil Light,Production,Crude Oil Production,flow,1149923.5
2020,8,2020-08-01,Crude Oil Light,Crude Oil Light,Production,Crude Oil Production,flow,1169297.7
2020,9,2020-09-01,Crude Oil Light,Crude Oil Light,Production,Crude Oil Production,flow,1105447.3
2020,10,2020-10-01,Crude Oil Light,Crude Oil Light,Production,Crude Oil Production,flow,1161091.2
2020,11,2020-11-01,Crude Oil Light,Crude Oil Light,Production,Crude Oil Production,flow,1160127
2020,12,2020-12-01,Crude Oil Light,Crude Oil Light,Production,Crude Oil Production,flow,1209377.2
2020,1,2020-01-01,Crude Oil Medium,Crude Oil Medium,Production,Crude Oil Production,flow,455744.5
2020,2,2020-02-01,Crude Oil Medium,Crude Oil Medium,Production,Crude Oil Production,flow,431422.6
2020,3,2020-03-01,Crude Oil Medium,Crude Oil Medium,Production,Crude Oil Production,flow,457052.9
2020,4,2020-04-01,Crude Oil Medium,Crude Oil Medium,Production,Crude Oil Production,flow,369184.7
2020,5,2020-05-01,Crude Oil Medium,Crude Oil Medium,Production,Crude Oil Production,flow,318859.4
2020,6,2020-06-01,Crude Oil Medium,Crude Oil Medium,Production,Crude Oil Production,flow,331211.5
2020,7,2020-07-01,Crude Oil Medium,Crude Oil Medium,Production,Crude Oil Production,flow,374893.4
2020,8,2020-08-01,Crude Oil Medium,Crude Oil Medium,Production,Crude Oil Production,flow,385886.8
2020,9,2020-09-01,Crude Oil Medium,Crude Oil Medium,Production,Crude Oil Production,flow,366677.3
2020,10,2020-10-01,Crude Oil Medium,Crude Oil Medium,Production,Crude Oil Production,flow,376677
2020,11,2020-11-01,Crude Oil Medium,Crude Oil Medium,Production,Crude Oil Production,flow,361502.1
2020,12,2020-12-01,Crude Oil Medium,Crude Oil Medium,Production,Crude Oil Production,flow,370920.4
2020,1,2020-01-01,Crude Oil Heavy,Crude Oil Heavy,Production,Crude Oil Production,flow,197916.2
2020,2,2020-02-01,Crude Oil Heavy,Crude Oil Heavy,Production,Crude Oil Production,flow,185485.5
2020,3,2020-03-01,Crude Oil Heavy,Crude Oil Heavy,Production,Crude Oil Production,flow,197832.3
2020,4,2020-04-01,Crude Oil Heavy,Crude Oil Heavy,Production,Crude Oil Production,flow,153352.7
2020,5,2020-05-01,Crude Oil Heavy,Crude Oil Heavy,Production,Crude Oil Production,flow,110344.5
2020,6,2020-06-01,Crude Oil Heavy,Crude Oil Heavy,Production,Crude Oil Production,flow,132036.3
2020,7,2020-07-01,Crude Oil Heavy,Crude Oil Heavy,Production,Crude Oil Production,flow,161737.2
2020,8,2020-08-01,Crude Oil Heavy,Crude Oil Heavy,Production,Crude Oil Production,flow,166211.3
2020,9,2020-09-01,Crude Oil Heavy,Crude Oil Heavy,Production,Crude Oil Production,flow,159954
2020,10,2020-10-01,Crude Oil Heavy,Crude Oil Heavy,Production,Crude Oil Production,flow,160750.3
2020,11,2020-11-01,Crude Oil Heavy,Crude Oil Heavy,Production,Crude Oil Production,flow,155690.8
2020,12,2020-12-01,Crude Oil Heavy,Crude Oil Heavy,Production,Crude Oil Production,flow,160805.4
2020,1,2020-01-01,Crude Oil Ultra-Heavy,Crude Oil Ultra-Heavy,Production,Crude Oil Production,flow,395926.8
2020,2,2020-02-01,Crude Oil Ultra-Heavy,Crude Oil Ultra-Heavy,Production,Crude Oil Production,flow,377038
2020,3,2020-03-01,Crude Oil Ultra-Heavy,Crude Oil Ultra-Heavy,Production,Crude Oil Production,flow,381665
2020,4,2020-04-01,Crude Oil Ultra-Heavy,Crude Oil Ultra-Heavy,Production,Crude Oil Production,flow,250529.6
2020,5,2020-05-01,Crude Oil Ultra-Heavy,Crude Oil Ultra-Heavy,Production,Crude Oil Production,flow,197770.4
2020,6,2020-06-01,Crude Oil Ultra-Heavy,Crude Oil Ultra-Heavy,Production,Crude Oil Production,flow,268950.8
2020,7,2020-07-01,Crude Oil Ultra-Heavy,Crude Oil Ultra-Heavy,Production,Crude Oil Production,flow,308422.5
2020,8,2020-08-01,Crude Oil Ultra-Heavy,Crude Oil Ultra-Heavy,Production,Crude Oil Production,flow,330839.6
2020,9,2020-09-01,Crude Oil Ultra-Heavy,Crude Oil Ultra-Heavy,Production,Crude Oil Production,flow,329945.7
2020,10,2020-10-01,Crude Oil Ultra-Heavy,Crude Oil Ultra-Heavy,Production,Crude Oil Production,flow,340004.2
2020,11,2020-11-01,Crude Oil Ultra-Heavy,Crude Oil Ultra-Heavy,Production,Crude Oil Production,flow,328903
2020,12,2020-12-01,Crude Oil Ultra-Heavy,Crude Oil Ultra-Heavy,Production,Crude Oil Production,flow,346863
2020,1,2020-01-01,Total Crude Oil Production,Total Crude Oil Production,Production,Crude Oil Production,flow,2399444
2020,2,2020-02-01,Total Crude Oil Production,Total Crude Oil Production,Production,Crude Oil Production,flow,2331945.7
2020,3,2020-03-01,Total Crude Oil Production,Total Crude Oil Production,Production,Crude Oil Production,flow,2428087.2
2020,4,2020-04-01,Total Crude Oil Production,Total Crude Oil Production,Production,Crude Oil Production,flow,1891259.7
2020,5,2020-05-01,Total Crude Oil Production,Total Crude Oil Production,Production,Crude Oil Production,flow,1613108.7
2020,6,2020-06-01,Total Crude Oil Production,Total Crude Oil Production,Production,Crude Oil Production,flow,1805350.3
2020,7,2020-07-01,Total Crude Oil Production,Total Crude Oil Production,Production,Crude Oil Production,flow,1994976.5999999999
2020,8,2020-08-01,Total Crude Oil Production,Total Crude Oil Production,Production,Crude Oil Production,flow,2052235.4
2020,9,2020-09-01,Total Crude Oil Production,Total Crude Oil Production,Production,Crude Oil Production,flow,1962024.3
2020,10,2020-10-01,Total Crude Oil Production,Total Crude Oil Production,Production,Crude Oil Production,flow,2038522.7
2020,11,2020-11-01,Total Crude Oil Production,Total Crude Oil Production,Production,Crude Oil Production,flow,2006222.9000000001
2020,12,2020-12-01,Total Crude Oil Production,Total Crude Oil Production,Production,Crude Oil Production,flow,2087966
2020,1,2020-01-01,Condensate Production,Condensate Production,Production,,flow,380953.3
2020,2,2020-02-01,Condensate Production,Condensate Production,Production,,flow,386321.9
2020,3,2020-03-01,Condensate Production,Condensate Production,Production,,flow,409802.1
2020,4,2020-04-01,Condensate Production,Condensate Production,Production,,flow,415163.8
2020,5,2020-05-01,Condensate Production,Condensate Production,Production,,flow,369520
2020,6,2020-06-01,Condensate Production,Condensate Production,Production,,flow,358751.3
2020,7,2020-07-01,Condensate Production,Condensate Production,Production,,flow,363620.7
2020,8,2020-08-01,Condensate Production,Condensate Production,Production,,flow,383498
2020,9,2020-09-01,Condensate Production,Condensate Production,Production,,flow,334263
2020,10,2020-10-01,Condensate Production,Condensate Production,Production,,flow,404735
2020,11,2020-11-01,Condensate Production,Condensate Production,Production,,flow,375375.5
2020,12,2020-12-01,Condensate Production,Condensate Production,Production,,flow,364704.3
2020,1,2020-01-01,In Situ Production,In Situ Production,Production,Nonupgraded,flow,8061848.1
2020,2,2020-02-01,In Situ Production,In Situ Production,Production,Nonupgraded,flow,7454446.1
2020,3,2020-03-01,In Situ Production,In Situ Production,Production,Nonupgraded,flow,7486526
2020,4,2020-04-01,In Situ Production,In Situ Production,Production,Nonupgraded,flow,6212122.2
2020,5,2020-05-01,In Situ Production,In Situ Production,Production,Nonupgraded,flow,6287332.9
2020,6,2020-06-01,In Situ Production,In Situ Production,Production,Nonupgraded,flow,6455886.9
2020,7,2020-07-01,In Situ Production,In Situ Production,Production,Nonupgraded,flow,7296873.8
2020,8,2020-08-01,In Situ Production,In Situ Production,Production,Nonupgraded,flow,7432548.5
2020,9,2020-09-01,In Situ Production,In Situ Production,Production,Nonupgraded,flow,7468275.5
2020,10,2020-10-01,In Situ Production,In Situ Production,Production,Nonupgraded,flow,7557023.1
2020,11,2020-11-01,In Situ Production,In Situ Production,Production,Nonupgraded,flow,7671473.9
2020,12,2020-12-01,In Situ Production,In Situ Production,Production,Nonupgraded,flow,8114870.2
2020,1,2020-01-01,Mined Production,Mined Production,Production,Nonupgraded,flow,7668606.5
2020,2,2020-02-01,Mined Production,Mined Production,Production,Nonupgraded,flow,7454039
2020,3,2020-03-01,Mined Production,Mined Production,Production,Nonupgraded,flow,8080329.6
2020,4,2020-04-01,Mined Production,Mined Production,Production,Nonupgraded,flow,6995706.9
2020,5,2020-05-01,Mined Production,Mined Production,Production,Nonupgraded,flow,6641904.4
2020,6,2020-06-01,Mined Production,Mined Production,Production,Nonupgraded,flow,6849630.4
2020,7,2020-07-01,Mined Production,Mined Production,Production,Nonupgraded,flow,6403461
2020,8,2020-08-01,Mined Production,Mined Production,Production,Nonupgraded,flow,5822669.4
2020,9,2020-09-01,Mined Production,Mined Production,Production,Nonupgraded,flow,5912229.3
2020,10,2020-10-01,Mined Production,Mined Production,Production,Nonupgraded,flow,7161325.6
2020,11,2020-11-01,Mined Production,Mined Production,Production,Nonupgraded,flow,8232139.9
2020,12,2020-12-01,Mined Production,Mined Production,Production,Nonupgraded,flow,9091888.5
2020,1,2020-01-01,Sent for Further Processing,Sent for Further Processing,Production,Nonupgraded,flow,-6607733.1
2020,2,2020-02-01,Sent for Further Processing,Sent for Further Processing,Production,Nonupgraded,flow,-6248016
2020,3,2020-03-01,Sent for Further Processing,Sent for Further Processing,Production,Nonupgraded,flow,-6474729
2020,4,2020-04-01,Sent for Further Processing,Sent for Further Processing,Production,Nonupgraded,flow,-6136813.3
2020,5,2020-05-01,Sent for Further Processing,Sent for Further Processing,Production,Nonupgraded,flow,-6221835
2020,6,2020-06-01,Sent for Further Processing,Sent for Further Processing,Production,Nonupgraded,flow,-5933007.2
2020,7,2020-07-01,Sent for Further Processing,Sent for Further Processing,Production,Nonupgraded,flow,-5564085.1
2020,8,2020-08-01,Sent for Further Processing,Sent for Further Processing,Production,Nonupgraded,flow,-5039892.2
2020,9,2020-09-01,Sent for Further Processing,Sent for Further Processing,Production,Nonupgraded,flow,-5421803.1
2020,10,2020-10-01,Sent for Further Processing,Sent for Further Processing,Production,Nonupgraded,flow,-5732935.2
2020,11,2020-11-01,Sent for Further Processing,Sent for Further Processing,Production,Nonupgraded,flow,-6883107.8
2020,12,2020-12-01,Sent for Further Processing,Sent for Further Processing,Production,Nonupgraded,flow,-7573373.7
2020,1,2020-01-01,Nonupgraded Total,Nonupgraded Total,Production,Oil Sands Production,flow,9122721.5
2020,2,2020-02-01,Nonupgraded Total,Nonupgraded Total,Production,Oil Sands Production,flow,8660469.1
2020,3,2020-03-01,Nonupgraded Total,Nonupgraded Total,Production,Oil Sands Production,flow,9092126.6
2020,4,2020-04-01,Nonupgraded Total,Nonupgraded Total,Production,Oil Sands Production,flow,7071015.800000002
2020,5,2020-05-01,Nonupgraded Total,Nonupgraded Total,Production,Oil Sands Production,flow,6707402.300000001
2020,6,2020-06-01,Nonupgraded Total,Nonupgraded Total,Production,Oil Sands Production,flow,7372510.100000001
2020,7,2020-07-01,Nonupgraded Total,Nonupgraded Total,Production,Oil Sands Production,flow,8136249.700000001
2020,8,2020-08-01,Nonupgraded Total,Nonupgraded Total,Production,Oil Sands Production,flow,8215325.7
2020,9,2020-09-01,Nonupgraded Total,Nonupgraded Total,Production,Oil Sands Production,flow,7958701.700000001
2020,10,2020-10-01,Nonupgraded Total,Nonupgraded Total,Production,Oil Sands Production,flow,8985413.5
2020,11,2020-11-01,Nonupgraded Total,Nonupgraded Total,Production,Oil Sands Production,flow,9020506
2020,12,2020-12-01,Nonupgraded Total,Nonupgraded Total,Production,Oil Sands Production,flow,9633385
2020,1,2020-01-01,Upgraded Production,Upgraded Production,Production,Oil Sands Production,flow,5852711.7
2020,2,2020-02-01,Upgraded Production,Upgraded Production,Production,Oil Sands Production,flow,5490305.3
2020,3,2020-03-01,Upgraded Production,Upgraded Production,Production,Oil Sands Production,flow,5722961.1
2020,4,2020-04-01,Upgraded Production,Upgraded Production,Production,Oil Sands Production,flow,5389509.7
2020,5,2020-05-01,Upgraded Production,Upgraded Production,Production,Oil Sands Production,flow,5560326.9
2020,6,2020-06-01,Upgraded Production,Upgraded Production,Production,Oil Sands Production,flow,5288106.4
2020,7,2020-07-01,Upgraded Production,Upgraded Production,Production,Oil Sands Production,flow,4840663.8
2020,8,2020-08-01,Upgraded Production,Upgraded Production,Production,Oil Sands Production,flow,4372698.9
2020,9,2020-09-01,Upgraded Production,Upgraded Production,Production,Oil Sands Production,flow,4712014.8
2020,10,2020-10-01,Upgraded Production,Upgraded Production,Production,Oil Sands Production,flow,5021647.1
2020,11,2020-11-01,Upgraded Production,Upgraded Production,Production,Oil Sands Production,flow,6023070.9
2020,12,2020-12-01,Upgraded Production,Upgraded Production,Production,Oil Sands Production,flow,6652117.2
2020,1,2020-01-01,Total Oil Sands Production,Total Oil Sands Production,Production,Oil Sands Production,flow,14975433.2
2020,2,2020-02-01,Total Oil Sands Production,Total Oil Sands Production,Production,Oil Sands Production,flow,14150774.399999999
2020,3,2020-03-01,Total Oil Sands Production,Total Oil Sands Production,Production,Oil Sands Production,flow,14815087.7
2020,4,2020-04-01,Total Oil Sands Production,Total Oil Sands Production,Production,Oil Sands Production,flow,12460525.500000002
2020,5,2020-05-01,Total Oil Sands Production,Total Oil Sands Production,Production,Oil Sands Production,flow,12267729.200000001
2020,6,2020-06-01,Total Oil Sands Production,Total Oil Sands Production,Production,Oil Sands Production,flow,12660616.5
2020,7,2020-07-01,Total Oil Sands Production,Total Oil Sands Production,Production,Oil Sands Production,flow,12976913.5
2020,8,2020-08-01,Total Oil Sands Production,Total Oil Sands Production,Production,Oil Sands Production,flow,12588024.600000001
2020,9,2020-09-01,Total Oil Sands Production,Total Oil Sands Production,Production,Oil Sands Production,flow,12670716.5
2020,10,2020-10-01,Total Oil Sands Production,Total Oil Sands Production,Production,Oil Sands Production,flow,14007060.6
2020,11,2020-11-01,Total Oil Sands Production,Total Oil Sands Production,Production,Oil Sands Production,flow,15043576.9
2020,12,2020-12-01,Total Oil Sands Production,Total Oil Sands Production,Production,Oil Sands Production,flow,16285502.2
2020,1,2020-01-01,Total Production,Total Production,Production,,flow,17755830.5
2020,2,2020-02-01,Total Production,Total Production,Production,,flow,16869041.999999996
2020,3,2020-03-01,Total Production,Total Production,Production,,flow,17652977
2020,4,2020-04-01,Total Production,Total Production,Production,,flow,14766949.000000002
2020,5,2020-05-01,Total Production,Total Production,Production,,flow,14250357.9
2020,6,2020-06-01,Total Production,Total Production,Production,,flow,14824718.100000001
2020,7,2020-07-01,Total Production,Total Production,Production,,flow,15335510.799999999
2020,8,2020-08-01,Total Production,Total Production,Production,,flow,15023758.000000002
2020,9,2020-09-01,Total Production,Total Production,Production,,flow,14967003.8
2020,10,2020-10-01,Total Production,Total Production,Production,,flow,16450318.299999999
2020,11,2020-11-01,Total Production,Total Production,Production,,flow,17425175.3
2020,12,2020-12-01,Total Production,Total Production,Production,,flow,18738172.5
